emp_no,first_name,last_name,dept_name,title,from_date,to_date,salary
66937,Chenye,Heering,Development,Engineer,1998-01-12,9999-01-01,53428
217574,Roded,Gelosh,Marketing,Senior Staff,1998-01-12,9999-01-01,48288
231062,Kwee,Godskesen,Human Resources,Staff,1998-01-12,9999-01-01,40000
233040,Terresa,Weedon,Research,Senior Engineer,1998-01-12,9999-01-01,45366
237777,Anneli,Fiebach,Sales,Senior Staff,1998-01-12,9999-01-01,70035
415696,Ute,Hofstetter,Development,Engineer,1998-01-12,9999-01-01,43466
436467,Rafael,Edelhoff,Marketing,Senior Staff,1998-01-12,9999-01-01,40000
51035,Gina,Standera,Customer Service,Staff,1998-01-11,9999-01-01,40000
103467,Kwangyoen,Glinert,Sales,Senior Staff,1998-01-11,9999-01-01,69893
243538,Arvin,Champarnaud,Production,Senior Engineer,1998-01-11,9999-01-01,60775
420944,Francesca,Rajala,Production,Senior Staff,1998-01-11,9999-01-01,70075
440366,Babette,Armand,Sales,Senior Staff,1998-01-11,9999-01-01,72316
441364,Weidon,Kilgore,Research,Senior Staff,1998-01-11,9999-01-01,71607
464996,Takahira,Lagarias,Development,Senior Engineer,1998-01-11,9999-01-01,51388
472020,Leszek,Litzler,Production,Senior Engineer,1998-01-11,9999-01-01,57494
27096,Rayond,Tyugu,Production,Senior Engineer,1998-01-10,9999-01-01,44992
55542,Candido,Gaughan,Development,Senior Engineer,1998-01-10,9999-01-01,40000
75659,Saniya,Riefers,Development,Technique Leader,1998-01-10,9999-01-01,41129
440767,Adly,Narahari,Quality Management,Engineer,1998-01-10,9999-01-01,79342
462705,Mohit,Norsworthy,Sales,Staff,1998-01-10,9999-01-01,78244
492026,Takahiro,Callaway,Finance,Senior Staff,1998-01-10,9999-01-01,77060
12264,Mart,Pagter,Development,Engineer,1998-01-09,9999-01-01,51816
13170,Cheong,Bernardeschi,Human Resources,Senior Staff,1998-01-09,9999-01-01,49012
34358,Jaihie,Dulin,Development,Engineer,1998-01-09,9999-01-01,50593
79064,Kenroku,Coors,Production,Engineer,1998-01-09,9999-01-01,56720
89715,Toshimori,Sanella,Production,Senior Engineer,1998-01-09,9999-01-01,63907
97264,Ennio,Roisin,Development,Senior Engineer,1998-01-09,9999-01-01,59002
202446,Abdelghani,Rouquie,Development,Engineer,1998-01-09,9999-01-01,62097
230771,Bezalel,Colorni,Development,Engineer,1998-01-09,9999-01-01,40865
244921,Tru,Berendt,Marketing,Staff,1998-01-09,9999-01-01,40986
404089,Yunming,Kaiserswerth,Development,Senior Engineer,1998-01-09,9999-01-01,40392
445562,Alair,Pietracaprina,Sales,Senior Staff,1998-01-09,9999-01-01,100570
475082,Elvia,Flexer,Production,Senior Engineer,1998-01-09,9999-01-01,59957
51234,Berna,Axelband,Production,Senior Engineer,1998-01-08,9999-01-01,61536
52671,Gay,Sommer,Marketing,Senior Staff,1998-01-08,9999-01-01,65602
94637,Kazuhira,Terekhov,Production,Senior Engineer,1998-01-08,9999-01-01,67951
218675,Yoshimitsu,Taubenfeld,Production,Senior Engineer,1998-01-08,9999-01-01,69566
425609,Jovan,Gonthier,Research,Senior Staff,1998-01-08,9999-01-01,40000
43783,Houman,Hmelo,Quality Management,Engineer,1998-01-07,9999-01-01,50026
75725,Stella,Rijsenbrij,Sales,Senior Staff,1998-01-07,9999-01-01,55633
76680,Uriel,Collette,Research,Senior Staff,1998-01-07,9999-01-01,40000
226699,Zsolt,Bolsens,Sales,Staff,1998-01-07,9999-01-01,70711
230975,DeForest,Keohane,Development,Senior Engineer,1998-01-07,9999-01-01,45059
244280,Miyeon,Jiang,Quality Management,Engineer,1998-01-07,9999-01-01,48725
271210,Lokesh,VanScheik,Development,Senior Engineer,1998-01-07,9999-01-01,40000
430481,Woody,Pauthner,Research,Senior Staff,1998-01-07,9999-01-01,40000
441628,Lubomir,Bazelow,Sales,Senior Staff,1998-01-07,9999-01-01,61456
473232,Jagoda,Baez,Sales,Staff,1998-01-07,9999-01-01,73490
255010,Taiji,Denis,Development,Engineer,1998-01-06,9999-01-01,67867
468150,Mohammad,Staelin,Quality Management,Engineer,1998-01-06,9999-01-01,47021
17512,Frederique,Hofmeyr,Production,Engineer,1998-01-05,9999-01-01,40000
57850,Ayakannu,Kawashima,Marketing,Staff,1998-01-05,9999-01-01,58668
109672,Maia,Zhiwei,Quality Management,Engineer,1998-01-05,9999-01-01,43009
200434,Mabry,Boguraev,Development,Assistant Engineer,1998-01-05,9999-01-01,43852
224117,Weiru,Khasidashvili,Human Resources,Senior Staff,1998-01-05,9999-01-01,42789
243278,Franziska,Gerlach,Human Resources,Senior Staff,1998-01-05,9999-01-01,40000
263140,Abdulla,Iisaku,Sales,Senior Staff,1998-01-05,9999-01-01,76277
264280,Mohua,Lienhardt,Development,Assistant Engineer,1998-01-05,9999-01-01,59767
294895,Vasilii,Scallan,Marketing,Senior Staff,1998-01-05,9999-01-01,72329
450665,Navid,Oehlmann,Finance,Senior Staff,1998-01-05,9999-01-01,73282
471437,Christoper,Impagliazzo,Development,Engineer,1998-01-05,9999-01-01,51073
474254,Rosine,Munck,Production,Senior Engineer,1998-01-05,9999-01-01,69686
488667,Mayumi,Basagni,Development,Assistant Engineer,1998-01-05,9999-01-01,47281
91365,Xudong,Caine,Production,Senior Engineer,1998-01-04,9999-01-01,68564
291790,Lene,Sridhar,Human Resources,Senior Staff,1998-01-04,9999-01-01,40000
477281,Mart,Lorcy,Customer Service,Senior Staff,1998-01-04,9999-01-01,49172
220119,Kauko,Basagni,Sales,Senior Staff,1998-01-03,9999-01-01,53831
255242,Doowon,Pelz,Quality Management,Senior Engineer,1998-01-03,9999-01-01,43627
472981,Nikolaos,Lally,Development,Engineer,1998-01-03,9999-01-01,52882
24705,Luisa,Jervis,Marketing,Senior Staff,1998-01-02,9999-01-01,83320
59860,Jiang,Parfitt,Human Resources,Senior Staff,1998-01-02,9999-01-01,40000
75290,Maren,Kobara,Customer Service,Staff,1998-01-02,9999-01-01,40000
100305,Christfried,Heyers,Production,Senior Engineer,1998-01-02,9999-01-01,68511
109740,Jacqueline,Bahl,Sales,Senior Staff,1998-01-02,9999-01-01,62950
227592,Mingsen,Karnin,Finance,Staff,1998-01-02,9999-01-01,50791
254694,Jaques,Chinen,Finance,Senior Staff,1998-01-02,9999-01-01,59248
277606,Gina,Muhlberg,Research,Staff,1998-01-02,9999-01-01,40000
299327,Alain,Griswold,Quality Management,Senior Engineer,1998-01-02,9999-01-01,51413
480926,Guttorm,Magalhaes,Quality Management,Engineer,1998-01-02,9999-01-01,41350
484728,Mokhtar,Rosaz,Customer Service,Senior Staff,1998-01-02,9999-01-01,50063
31066,Sadun,Papsdorf,Marketing,Senior Staff,1998-01-01,9999-01-01,60757
47906,Uma,Pulkowski,Human Resources,Staff,1998-01-01,9999-01-01,40000
49227,Anestis,Clouatre,Sales,Senior Staff,1998-01-01,9999-01-01,79096
54775,Chinya,Emden,Research,Senior Staff,1998-01-01,9999-01-01,40000
60013,Breannda,Schauser,Development,Senior Engineer,1998-01-01,9999-01-01,44910
210747,Doohun,Bratten,Sales,Senior Staff,1998-01-01,9999-01-01,64836
256302,Hercules,Zallocco,Production,Engineer,1998-01-01,9999-01-01,68321
269017,Prodip,Worfolk,Production,Senior Engineer,1998-01-01,9999-01-01,51175
480495,Iara,Zongker,Development,Senior Engineer,1998-01-01,9999-01-01,54636
17387,Shir,Serra,Marketing,Staff,1997-12-31,9999-01-01,49554
18664,Itzchak,Akaboshi,Sales,Senior Staff,1997-12-31,9999-01-01,55929
25573,Trygve,Bahi,Research,Senior Staff,1997-12-31,9999-01-01,65382
43078,Radhia,Wuwongse,Sales,Senior Staff,1997-12-31,9999-01-01,77051
45797,Chikara,Khalid,Development,Senior Engineer,1997-12-31,9999-01-01,40000
402673,Arunachalam,Schaaf,Production,Senior Engineer,1997-12-31,9999-01-01,52210
482297,Khedija,Lorho,Development,Technique Leader,1997-12-31,9999-01-01,41551
42912,Jacopo,Gecsei,Customer Service,Senior Staff,1997-12-30,9999-01-01,56897
57672,Stevo,Peltason,Production,Engineer,1997-12-30,9999-01-01,46270
85620,Yoshinari,Chvatal,Research,Senior Staff,1997-12-30,9999-01-01,46107
106364,Bowen,Muhlberg,Human Resources,Senior Staff,1997-12-30,9999-01-01,40000
107764,Moie,Mersereau,Development,Engineer,1997-12-30,9999-01-01,40000
414286,Remmert,Stiles,Development,Engineer,1997-12-30,9999-01-01,65165
482172,Moon,Olivero,Production,Engineer,1997-12-30,9999-01-01,40000
252607,Shichao,Brender,Production,Senior Engineer,1997-12-29,9999-01-01,40000
406380,Xiaobin,Cyne,Quality Management,Senior Engineer,1997-12-29,9999-01-01,40082
440074,Gritta,Ghemri,Research,Senior Staff,1997-12-29,9999-01-01,55552
448357,Parviz,Munch,Production,Senior Engineer,1997-12-29,9999-01-01,59640
481985,Constantine,Vakili,Sales,Senior Staff,1997-12-29,9999-01-01,60753
38442,Marco,Baalen,Quality Management,Engineer,1997-12-28,9999-01-01,40000
57882,Marsal,Bressoud,Marketing,Senior Staff,1997-12-28,9999-01-01,62113
105722,Maik,Riefers,Sales,Staff,1997-12-28,9999-01-01,71753
235862,Neven,Openshaw,Development,Senior Engineer,1997-12-28,9999-01-01,68577
401900,Moon,Waymire,Sales,Senior Staff,1997-12-28,9999-01-01,76555
406002,Maris,Molenaar,Production,Engineer,1997-12-28,9999-01-01,40000
422150,Felicidad,Lundstrom,Quality Management,Senior Engineer,1997-12-28,9999-01-01,40000
441271,Mads,Esposito,Production,Senior Engineer,1997-12-28,9999-01-01,52458
448535,Francesca,Hiroyama,Quality Management,Engineer,1997-12-28,9999-01-01,40000
454991,Haldon,Koblick,Sales,Senior Staff,1997-12-28,9999-01-01,71759
497119,Mizuhito,Yamaashi,Finance,Senior Staff,1997-12-28,9999-01-01,70885
41399,Xiaoheng,Broomell,Development,Senior Engineer,1997-12-27,9999-01-01,40000
55707,Vugranam,Stiles,Production,Senior Engineer,1997-12-27,9999-01-01,53272
201848,Elvis,Ebeling,Sales,Senior Staff,1997-12-27,9999-01-01,72206
209829,Froduald,Rosca,Sales,Staff,1997-12-27,9999-01-01,72139
278232,Krassimir,Sanella,Sales,Staff,1997-12-27,9999-01-01,65093
286777,Garnet,Demos,Sales,Senior Staff,1997-12-27,9999-01-01,80481
416425,Amabile,Kaminger,Production,Senior Engineer,1997-12-27,9999-01-01,40000
438160,Rayond,Pagter,Customer Service,Staff,1997-12-27,9999-01-01,67944
445574,Erzsebet,Murtha,Production,Engineer,1997-12-27,9999-01-01,40000
477747,Maha,Taubman,Human Resources,Senior Staff,1997-12-27,9999-01-01,43617
45904,Arunas,DasSarma,Production,Senior Engineer,1997-12-26,9999-01-01,40000
73364,Wayne,Gaughan,Development,Senior Engineer,1997-12-26,9999-01-01,40000
81218,Nectarios,Impagliazzo,Production,Senior Engineer,1997-12-26,9999-01-01,63558
218083,Ashish,Cannata,Customer Service,Senior Staff,1997-12-26,9999-01-01,40000
287514,Nagui,Kamber,Customer Service,Staff,1997-12-26,9999-01-01,40000
430315,Paloma,Engberts,Development,Senior Engineer,1997-12-26,9999-01-01,53277
435590,Adel,Hardjono,Development,Senior Engineer,1997-12-26,9999-01-01,40302
21612,Martial,Bardell,Sales,Senior Staff,1997-12-25,9999-01-01,82560
225587,Chenyi,Orlowska,Finance,Senior Staff,1997-12-25,9999-01-01,48280
425125,Hongzhu,Rosenbaum,Production,Engineer,1997-12-25,9999-01-01,40000
481476,Yahiko,Silva,Development,Engineer,1997-12-25,9999-01-01,40000
43659,Aron,Pouyioutas,Sales,Senior Staff,1997-12-24,9999-01-01,86197
100964,Arra,Mamelak,Production,Senior Engineer,1997-12-24,9999-01-01,45421
237663,Junsik,Onuegbe,Development,Assistant Engineer,1997-12-24,9999-01-01,65958
251200,Kaijung,Birdsall,Quality Management,Engineer,1997-12-24,9999-01-01,43024
265250,Khaled,Panangaden,Research,Staff,1997-12-24,9999-01-01,40000
269008,Ranga,Emmart,Sales,Senior Staff,1997-12-24,9999-01-01,52715
437470,Rasiah,Bouloucos,Development,Assistant Engineer,1997-12-24,9999-01-01,40277
447395,Rosalyn,Quaggetto,Production,Senior Staff,1997-12-24,9999-01-01,40000
462999,Venkatesan,Gonthier,Finance,Senior Staff,1997-12-24,9999-01-01,40000
471622,Baziley,Rothenberg,Marketing,Senior Staff,1997-12-24,9999-01-01,40000
498909,Soenke,Wilfing,Research,Staff,1997-12-24,9999-01-01,40000
227059,Supot,Benzmuller,Development,Senior Engineer,1997-12-23,9999-01-01,40000
420768,Mary,Cyne,Production,Engineer,1997-12-23,9999-01-01,40000
440150,Luigi,Lorcy,Development,Engineer,1997-12-23,9999-01-01,40000
480344,Hatem,Neimat,Development,Senior Engineer,1997-12-23,9999-01-01,50620
55946,Shan,Wossner,Research,Senior Engineer,1997-12-22,9999-01-01,41947
88584,Sakthirel,Rikino,Production,Senior Engineer,1997-12-22,9999-01-01,66913
242535,Nagui,Levasseur,Production,Engineer,1997-12-22,9999-01-01,79725
273532,Sivanarayana,Bonifati,Sales,Senior Staff,1997-12-22,9999-01-01,77316
278298,Ronghao,Fadgyas,Customer Service,Staff,1997-12-22,9999-01-01,40000
291831,Mong,Constantine,Development,Technique Leader,1997-12-22,9999-01-01,55513
438872,Miquel,Boudaillier,Production,Senior Engineer,1997-12-22,9999-01-01,49715
476954,Djelloul,Talmon,Development,Staff,1997-12-22,9999-01-01,40000
19738,Giri,Sury,Marketing,Senior Staff,1997-12-21,9999-01-01,74083
68862,Christoper,Schonegge,Production,Engineer,1997-12-21,9999-01-01,40000
89123,Leen,Selvestrel,Production,Senior Engineer,1997-12-21,9999-01-01,40000
201453,Guttorm,Hainaut,Quality Management,Senior Engineer,1997-12-21,9999-01-01,58347
225615,Zhonghui,Clouatre,Marketing,Staff,1997-12-21,9999-01-01,70692
229487,Siamak,Keirsey,Production,Senior Engineer,1997-12-21,9999-01-01,62590
76809,Sariel,Zhiwei,Production,Senior Engineer,1997-12-20,9999-01-01,40000
203987,Apostol,Stanfel,Marketing,Senior Staff,1997-12-20,9999-01-01,48202
260046,Wonhee,Orlowski,Production,Senior Engineer,1997-12-20,9999-01-01,40000
266287,Serif,Decaestecker,Finance,Staff,1997-12-20,9999-01-01,47440
493375,Juichirou,Slobodova,Development,Senior Engineer,1997-12-20,9999-01-01,66550
498402,Oddvar,Coorg,Marketing,Senior Staff,1997-12-20,9999-01-01,63808
29520,Shunichi,Ozery,Development,Senior Engineer,1997-12-19,9999-01-01,40000
44394,Eran,Thombley,Production,Technique Leader,1997-12-19,9999-01-01,72836
51501,Mikhail,Range,Production,Senior Engineer,1997-12-19,9999-01-01,40000
242098,Mooi,Gecsei,Customer Service,Senior Engineer,1997-12-19,9999-01-01,40000
243565,Nigel,Veeraraghavan,Development,Engineer,1997-12-19,9999-01-01,40000
294112,Guenter,Chachaty,Development,Senior Engineer,1997-12-19,9999-01-01,70942
464657,Martine,Baba,Sales,Staff,1997-12-19,9999-01-01,60713
11365,Toshimi,Shinomoto,Production,Engineer,1997-12-18,9999-01-01,56463
25562,Bernardo,Menhardt,Sales,Staff,1997-12-18,9999-01-01,62196
55571,Arie,Pusterhofer,Sales,Staff,1997-12-18,9999-01-01,59224
93491,Margo,Heinisuo,Production,Senior Engineer,1997-12-18,9999-01-01,40000
105560,Dmitri,Zeleznik,Development,Senior Engineer,1997-12-18,9999-01-01,40000
255991,Sashi,Boreale,Production,Engineer,1997-12-18,9999-01-01,55979
268256,Marla,Gire,Marketing,Senior Staff,1997-12-18,9999-01-01,52785
291659,Ute,Velasco,Production,Senior Engineer,1997-12-18,9999-01-01,51935
452446,Shan,Ozeki,Production,Engineer,1997-12-18,9999-01-01,40000
483370,Berni,Kumaresan,Customer Service,Staff,1997-12-18,9999-01-01,46911
499197,Akemi,Rajaraman,Development,Senior Engineer,1997-12-18,9999-01-01,75128
24428,Moie,Lunn,Research,Senior Staff,1997-12-17,9999-01-01,40000
29603,Kristina,Khamsi,Sales,Staff,1997-12-17,9999-01-01,68610
51759,Sarita,Sherertz,Customer Service,Staff,1997-12-17,9999-01-01,40430
238548,Masato,Zhang,Customer Service,Senior Staff,1997-12-17,9999-01-01,40000
275531,Doohun,Macedo,Production,Senior Engineer,1997-12-17,9999-01-01,52385
287347,Noritoshi,Melton,Sales,Senior Staff,1997-12-17,9999-01-01,65319
481043,Kersti,Covnot,Finance,Senior Staff,1997-12-17,9999-01-01,52644
481712,Vitaly,Jeong,Development,Assistant Engineer,1997-12-17,9999-01-01,53611
54298,Taizo,Orsini,Production,Engineer,1997-12-16,9999-01-01,50797
246198,Aruna,Spataro,Marketing,Senior Staff,1997-12-16,9999-01-01,47276
412349,Masadi,Rodiger,Customer Service,Senior Staff,1997-12-16,9999-01-01,40000
487098,Mana,Poujol,Research,Staff,1997-12-16,9999-01-01,48429
17072,Richara,Bala,Customer Service,Senior Staff,1997-12-15,9999-01-01,40000
78102,Kristinn,Welham,Human Resources,Senior Staff,1997-12-15,9999-01-01,40000
91270,Xiahua,Hiraishi,Development,Senior Engineer,1997-12-15,9999-01-01,65288
277633,Rimli,Solares,Sales,Senior Staff,1997-12-15,9999-01-01,76984
422084,Guenter,Ranai,Sales,Senior Staff,1997-12-15,9999-01-01,116528
470497,Unal,Reinhard,Marketing,Senior Staff,1997-12-15,9999-01-01,88732
484583,Xiping,Jording,Sales,Staff,1997-12-15,9999-01-01,77041
24727,Akeno,Gecseg,Production,Engineer,1997-12-14,9999-01-01,59984
56588,Denny,Karcich,Research,Staff,1997-12-14,9999-01-01,40000
224831,Arunas,Ermel,Finance,Senior Staff,1997-12-14,9999-01-01,58536
233770,Moheb,Huxford,Production,Senior Engineer,1997-12-14,9999-01-01,52489
296763,Aran,Brookman,Marketing,Staff,1997-12-14,9999-01-01,46514
400950,Otmar,Erie,Sales,Senior Staff,1997-12-14,9999-01-01,73907
431836,Arne,Mahmud,Production,Senior Engineer,1997-12-14,9999-01-01,55481
484856,Martine,Junet,Human Resources,Senior Staff,1997-12-14,9999-01-01,40000
90070,Remmert,Chiola,Research,Senior Staff,1997-12-13,9999-01-01,48746
104682,Toshimori,Speek,Sales,Senior Staff,1997-12-13,9999-01-01,60251
229549,Ekawit,DasSarma,Development,Engineer,1997-12-13,9999-01-01,40000
271311,Christ,Gargeya,Sales,Senior Staff,1997-12-13,9999-01-01,72308
451754,Arnould,Krupka,Development,Senior Engineer,1997-12-13,9999-01-01,41119
485244,George,Bage,Sales,Senior Staff,1997-12-13,9999-01-01,72054
37882,Alexius,Mellouli,Sales,Staff,1997-12-12,9999-01-01,70731
215329,Gregory,Doering,Development,Senior Engineer,1997-12-12,9999-01-01,51181
228666,Franziska,Conde,Production,Engineer,1997-12-12,9999-01-01,51015
256840,Bartek,Navazio,Quality Management,Senior Engineer,1997-12-12,9999-01-01,51810
407382,Moon,Sadowsky,Sales,Staff,1997-12-12,9999-01-01,44042
434578,Rimon,Cangellaris,Development,Senior Engineer,1997-12-12,9999-01-01,54173
437120,Valeri,Tagansky,Production,Technique Leader,1997-12-12,9999-01-01,55121
26903,Xumin,Tischendorf,Quality Management,Senior Engineer,1997-12-11,9999-01-01,40000
76159,Almudena,Molenaar,Quality Management,Engineer,1997-12-11,9999-01-01,70738
225515,Jenwei,Herber,Sales,Senior Staff,1997-12-11,9999-01-01,85832
234591,Kshitij,Hemaspaandra,Development,Senior Engineer,1997-12-11,9999-01-01,40000
241597,Thodoros,Spieker,Development,Senior Engineer,1997-12-11,9999-01-01,42189
283698,Frazer,Delgrossi,Marketing,Senior Staff,1997-12-11,9999-01-01,81535
290800,Shmuel,Meriste,Sales,Senior Staff,1997-12-11,9999-01-01,87760
414482,Maya,Baalen,Sales,Senior Staff,1997-12-11,9999-01-01,85041
423876,Amstein,Gustavson,Production,Assistant Engineer,1997-12-11,9999-01-01,40000
10157,Nigel,Aloisi,Development,Senior Engineer,1997-12-10,9999-01-01,48770
48405,Mona,Gustavson,Development,Senior Engineer,1997-12-10,9999-01-01,46199
206427,Nobuyoshi,Otillio,Sales,Senior Staff,1997-12-10,9999-01-01,46330
214706,Marlo,Kitai,Sales,Senior Staff,1997-12-10,9999-01-01,53516
260017,Berto,Swist,Production,Engineer,1997-12-10,9999-01-01,55690
287640,Aria,Panienski,Finance,Senior Staff,1997-12-10,9999-01-01,76454
422389,Ramachenga,Suwa,Development,Senior Engineer,1997-12-10,9999-01-01,67186
66481,Nalini,McClurg,Development,Senior Engineer,1997-12-09,9999-01-01,56223
75983,Martins,Kermarrec,Human Resources,Staff,1997-12-09,9999-01-01,40000
205796,Arne,DuCasse,Marketing,Senior Staff,1997-12-09,9999-01-01,43604
244813,Rimli,Poupard,Quality Management,Engineer,1997-12-09,9999-01-01,40000
263210,Atreyi,Hoppenstand,Production,Engineer,1997-12-09,9999-01-01,55735
268957,Heather,Schapire,Research,Staff,1997-12-09,9999-01-01,40000
271179,Jaewoo,Murrill,Sales,Senior Staff,1997-12-09,9999-01-01,90327
406416,Erez,Birsak,Research,Senior Engineer,1997-12-09,9999-01-01,66774
411484,Arvin,Bain,Development,Senior Engineer,1997-12-09,9999-01-01,50314
462470,Satyanarayana,Worfolk,Production,Assistant Engineer,1997-12-09,9999-01-01,50319
464820,Seshu,Linnainmaa,Development,Engineer,1997-12-09,9999-01-01,53164
20069,Guenter,Huhdanpaa,Human Resources,Senior Staff,1997-12-08,9999-01-01,40000
32026,Lansing,Skrikant,Marketing,Senior Staff,1997-12-08,9999-01-01,75657
88636,Xiping,Jeansoulin,Production,Engineer,1997-12-08,9999-01-01,47067
213904,Mari,Kropatsch,Research,Senior Staff,1997-12-08,9999-01-01,53772
250163,Margareta,Saoudi,Production,Senior Engineer,1997-12-08,9999-01-01,40000
442679,Patricio,Foote,Development,Engineer,1997-12-08,9999-01-01,56969
479415,Vatsa,Merle,Sales,Staff,1997-12-08,9999-01-01,56750
260082,Gina,Swan,Sales,Senior Staff,1997-12-07,9999-01-01,62814
494793,Shao,Gecsei,Production,Engineer,1997-12-07,9999-01-01,61484
497229,Keiichiro,Sadowski,Production,Engineer,1997-12-07,9999-01-01,52491
25804,Krisda,Vesna,Customer Service,Senior Staff,1997-12-06,9999-01-01,42937
59166,Charlene,Bernardinello,Development,Senior Engineer,1997-12-06,9999-01-01,50701
90923,Raimond,Bhattacharjee,Finance,Staff,1997-12-06,9999-01-01,56684
92959,Trygve,Honiden,Research,Senior Staff,1997-12-06,9999-01-01,49541
